timestamp,yearInSchool,major,major2,major3,division,campus,onCampus,frequencyIndividualStudy,frequencyGroupStudy,frequencyCourseReserves,frequencyBorrowingBooks,frequencyGetHelp,frequencyExhibit,frequencyPrinting,frequencyComputers,frequencyIT,frequencyWriting,needsQuietStudy,needsCollabStudy,needsStudyRooms,needsTextbooks,needsSummit,needsIll,needsPrinters,needsComputers,needsScanners,needsTechBorrowing,commentsResources,preferredStudyAreas,usefulPrimo,usefulDatabases,usefulGoogle,usefulGoogleScholar,researchToolsOpenEnded,resourcesLacking,preferredBookFormat,researchToolsComments,usefulResearchHelpDesk,usefulChat,usefulConsultation,usefulLibrarianClass,usefulLibGuide,usefulVideoTutorial,usefulLibraryWebsite,frequencyLibrarianClass,researchFrustrations,agreeWelcomeInLibrary,agreeComfortableAskingQuestions,whatDoYouValue
2/6/24 18:25,First-year student,PSY,NA,NA,Social Sciences,CAS,Yes,Weekly,Once a semester,Monthly,Monthly,Never,Once a semester,Weekly,Never,Never,Once a semester,Meets my needs,I don't have a need for this,I'm not familiar with this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,NA,"The silent sections, cause the quiet is the main reason I enjoy the library",I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,NA,NA,Printed books,NA,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,Somewhat useful,I'm not familiar with this,I'm not familiar with this,Not often enough,NA,Strongly agree,Strongly agree,"I love the quiet areas, tho I think the grup study areas are often too noisy"
2/6/24 18:49,Graduate student,SPED,NA,NA,Counseling,GRAD,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I don't have a need for this,I don't have a need for this,I don't have a need for this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I don't have a need for this,I don't have a need for this,I don't have a need for this,I don't have a need for this,NA,NA,I'm not familiar with this,I'm not familiar with this,Very useful,I'm not familiar with this,NA,NA,Ebooks,NA,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,No librarians have ever met with any of my classes,NA,NA,NA,NA
2/6/24 19:06,First-year student,CS/MATH,NA,NA,Natural Sciences,CAS,Yes,Weekly,Never,Never,Monthly,Never,Monthly,Monthly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,The couches in the main lounge and the couches in the computer area on the first floor.,I haven't used this,I haven't used this,Somewhat useful,I haven't used this,NA,NA,Printed books,NA,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,Often enough,N/A,Strongly agree,Somewhat agree,"I value the ability to request music from other library locations with summit, that is nice. As for a change I would say nicer couches."
2/6/24 19:19,First-year student,PSY,NA,NA,Social Sciences,CAS,Yes,Weekly,Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Meets my needs,I'm not familiar with this,I'm not familiar with this,I don't have a need for this,I'm not familiar with this,I'm not familiar with this,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,NA,NA,Not useful at all,Very useful,Very useful,Somewhat useful,NA,NA,Ebooks,NA,Have not used,Have not used,Have not used,Have not used,Very useful,Very useful,Have not used,Not often enough,Citing in general. Citing sources through research is a bit annoying.,Strongly agree,Somewhat agree,"Maybe events or advertisements for study groups meeting in the library that focus on a particular subject? Would encourage people to visit the library, meet new people, and study for certain classes."
2/6/24 19:36,First-year student,PSY,English,Neuroscience,Social Sciences,CAS,Yes,Daily,Monthly,Weekly,Weekly,Once a semester,Never,Monthly,Never,Once a semester,Monthly,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I'm not familiar with this,I'm not familiar with this,NA,NA,Somewhat useful,Very useful,Somewhat useful,I haven't used this,NA,NA,It depends,NA,Have not used,Have not used,Have not used,Not at all useful,Somewhat useful,Have not used,Somewhat useful,Often enough,NA,Strongly agree,Somewhat agree,NA
2/6/24 20:05,First-year student,CS/MATH,NA,NA,Natural Sciences,CAS,Yes,Monthly,Daily,Weekly,Never,Daily,Monthly,Weekly,Monthly,Once a semester,Once a semester,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,Meets my needs,Meets my needs,Does not meet my needs,Would be nice to have Bluetooth headphones,"Study rooms , good for concentration and group work",Somewhat useful,Very useful,Very useful,Very useful,The same ones there as well as archives.org,"Yes the archives one, it gives free books you can rent for class and is super helpful!",It depends,NA,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Not often enough,NA,Strongly agree,Strongly agree,NA
2/6/24 20:30,First-year student,PSY,Art & Art History,NA,Social Sciences,CAS,Yes,Once a semester,Weekly,Once a semester,Once a semester,Once a semester,Once a semester,Once a semester,Never,Never,Never,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,NA,I prefer to study by the windows for natural light and in semi-quiet areas so I can still talk to those I'm studying with quietly.,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,NA,NA,Printed books,NA,Have not used,Have not used,Very useful,Somewhat useful,Somewhat useful,Have not used,Have not used,Often enough,"Having to figure out whether a source is reliable or not, not knowing what to type in to research something",Strongly agree,Strongly agree,NA
2/6/24 20:38,First-year student,ENG,NA,NA,Humanities,CAS,Yes,Daily,Weekly,Monthly,Never,Never,Never,Weekly,Weekly,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,i like the computer lab because it’s not too loud but there is still some noise,I haven't used this,I haven't used this,Very useful,I haven't used this,i haven’t done much ressearch here yet,norp,Printed books,NA,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,No librarians have ever met with any of my classes,it takes a long time,Strongly agree,Strongly agree,"I think the lighting could be improved, the constant overhead flourescent lighting makes it feel like i’m being observed in a lab"
2/6/24 21:44,First-year student,BIO,NA,NA,Natural Sciences,CAS,Yes,Weekly,Weekly,Never,Never,Never,Weekly,Daily,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,NA,Study rooms and textbook reading areas for their silence,I haven't used this,Very useful,Somewhat useful,Very useful,NA,NA,Printed books,NA,Have not used,Have not used,Have not used,Have not used,Very useful,Very useful,Have not used,No librarians have ever met with any of my classes,Finding and digesting articles,Strongly agree,Strongly agree,NA
2/6/24 22:08,First-year student,ENVS,NA,NA,Interdisciplinary,CAS,Yes,Weekly,Monthly,Monthly,Never,Monthly,Never,Weekly,Monthly,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,Does not meet my needs,I'm not familiar with this,I'm not familiar with this,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,The library reserves get a little frustrating when there is only one book for a class of thirty or so people.,I prefer the silent area on the balcony when I am alone because I can focus and not be overwhelmed by distractions of people talking and the tables by the library computers when I am studying with others because it is a nice collaborative environment.,Very useful,Very useful,Very useful,Very useful,I use all of the above and textbooks.,No answer.,It depends,I prefer to read on my lap top when there are lengthy readings so I don't have to be in the library late at night and I can just read from my dorm. However I also feel like I retain more information when I read a physical copy sometimes so I think it depends on how I am feeling and how important I think the reading is.,Very useful,Have not used,Have not used,Very useful,Very useful,Have not used,Very useful,Often enough,Not knowing how many sources are enough to balance my papers but not make it too hefty or unreadable.,Strongly agree,Strongly agree,I value how helpful the environment is; the calming areas as much as the collaborative ones. I don't have anything to change other than the library reserves capacity.
2/6/24 22:33,First-year student,SOAN,NA,NA,Social Sciences,CAS,Yes,Weekly,Weekly,Monthly,Monthly,Once a semester,Once a semester,Weekly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,NA,the silent sections on both floors- their view of the reflecting pool is relaxing and they are always good for focusing,Very useful,Somewhat useful,Somewhat useful,I haven't used this,NA,NA,Printed books,NA,Have not used,Have not used,Have not used,Very useful,Have not used,Have not used,Very useful,Often enough,Struggling to find where to start,Strongly agree,Strongly agree,I value its extensive hours and its positive and peaceful energy that promotes my productivity
2/6/24 23:44,First-year student,BCMB,NA,NA,Interdisciplinary,CAS,Yes,Daily,Once a semester,Weekly,Daily,Monthly,Never,Daily,Monthly,Weekly,Never,Meets my needs,I'm not familiar with this,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,NA,I haven't used this,Very useful,Very useful,Very useful,NA,NA,Printed books,NA,Very useful,Have not used,Have not used,Have not used,Very useful,Have not used,Very useful,Not often enough,NA,Strongly agree,Strongly agree,NA
2/7/24 9:49,Senior,BCMB,NA,NA,Interdisciplinary,CAS,Yes,Weekly,Weekly,Monthly,Never,Never,Once a semester,Weekly,Weekly,Once a semester,Never,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,NA,Desktops. I like working on the computers,I haven't used this,I haven't used this,Very useful,Somewhat useful,Pub med,NA,It depends,NA,Somewhat useful,Have not used,Have not used,Not at all useful,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,Often enough,NA,Strongly agree,Strongly agree,Less loud fan in computer section
2/7/24 9:50,Senior,PSY,NA,NA,Social Sciences,CAS,Yes,Weekly,Weekly,Never,Once a semester,Once a semester,Once a semester,Weekly,Monthly,Once a semester,Once a semester,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,Meets my needs,"I wish you could book a study room closer to the time slot, and there was a more accurate screen system, maybe where you can book a room through the screen.","First floor circle tables or the new first floor area, computers, silent section",Somewhat useful,Very useful,Not useful at all,Somewhat useful,"PsychNet, PubMed",NA,Printed books,NA,Have not used,I'm not familiar with this,I'm not familiar with this,Not at all useful,Not at all useful,I'm not familiar with this,Have not used,Too often,Coming up with a topic,Strongly agree,Strongly agree,More enforced in silent section
2/7/24 9:54,Second-year student,Undecided,NA,NA,Undecided,CAS,Yes,Daily,Daily,Monthly,Once a semester,Once a semester,Once a semester,Daily,Once a semester,Once a semester,Monthly,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,NA,Very useful,Very useful,Somewhat useful,Somewhat useful,NA,NA,It depends,NA,Have not used,Have not used,Have not used,Somewhat useful,Very useful,Very useful,Very useful,Too often,NA,Strongly agree,Strongly agree,NA
2/7/24 10:32,First-year student,Undecided,NA,NA,Undecided,CAS,Yes,Weekly,Monthly,Once a semester,Never,Never,Once a semester,Weekly,Monthly,Once a semester,Once a semester,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,"I didn’t know about summit until my second semester, but it has been helpful",I love the study rooms because they are quiet but I know I could take a call if I needed to,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,NA,NA,Ebooks,NA,Have not used,Have not used,Have not used,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Not often enough,Not being able to find sources,Strongly agree,Somewhat agree,"I wish I knew how find books by myself, but alas, I do not know the organization system yet"
2/7/24 10:47,Junior,HIST,English,Ethnic Studies,Humanities,CAS,No,Weekly,Weekly,Weekly,Weekly,Monthly,Monthly,Daily,Weekly,Once a semester,Never,Meets my needs,Does not meet my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Does not meet my needs,Meets my needs,Meets my needs,Meets my needs,"The collaborative study space often becomes so loud that it is impossible to get work done in most areas of the library, and often the silent section gets loud too. The printers are great when they work, and everything else is lovely:)",Pioneer balcony bc it is usually the quietest and I like the chair/table setup,Very useful,Very useful,Very useful,Very useful,"Archives, resource librarians",I wish the New York Times subscription was for everything (not just news),Printed books,I LOVE THE RESOURCE LIBRARIANS!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Very useful,Very useful,Very useful,Very useful,Very useful,Have not used,Very useful,Not often enough,"The clunkiness of databases like EBSO make research very difficult and often fail to provide any meaningful information, so I just use Google Scholar",Strongly agree,Strongly agree,"I would love for there to be a better way to tell people to be quiet in all sections of the library, as it feels bad to do so as a peer and it can get so loud in both the collaborative study spaces and the silent sections. Also, I wish there was a better way of reserving study rooms that did not force me to kick people out to use my reserved time, as that feels intrusive and awkward as a peer. Lastly, I wish the library's awesome music resources were advertised more, as they are such a huge benefit of Watzek!"
2/7/24 11:20,First-year student,Undecided,NA,NA,Undecided,CAS,Yes,Daily,Weekly,Daily,Once a semester,Daily,Weekly,Daily,Daily,Once a semester,Monthly,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I love that all sources are catered to my needs. I dont like carrying my laptop everywhere and i love using the library computers,"Near the computers, i like the conversational study area it has a nice  ambience and i can always get noise canceling headphones for focus",I'm not familiar with this,I'm not familiar with this,Very useful,I'm not familiar with this,NA,NA,Printed books,i don't know much about all the research resources,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,No librarians have ever met with any of my classes,Not having enough time,Strongly agree,Strongly agree,I love watzek library i literally spend so much time here. I don't know what I'll change it feels like such a perfect place to me
2/7/24 16:35,First-year student,ENG,NA,NA,Humanities,CAS,Yes,Daily,Weekly,Once a semester,Once a semester,Monthly,Monthly,Weekly,Never,Once a semester,Monthly,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,"I usually study on the second floor either in the silent section or one of the single desks in the quiet section. It’s peaceful, there’s a great view, and I’m surrounded by books!",Very useful,Very useful,Somewhat useful,Very useful,"I frequently use InternetArchive’s Wayback Machine and book catalogue, especially when looking for rare or out of print books and Internet history. I also sometimes use word-of-mouth as a jumping off point for research. My friends in other classes, schools, and even countries sometimes have in-print resources I don’t have access to that they can scan and send to me.","So far, there has been nothing I’ve been completely unable to track down!",Printed books,"It might be nice to have a “how to navigate the Library of Congress cataloging system” pamphlet somewhere for access. I’m figuring it out now, but it was confusing at first!",Very useful,Have not used,Have not used,Have not used,I'm not familiar with this,I'm not familiar with this,Very useful,No librarians have ever met with any of my classes,"Sometimes, I look and look and all relevant information is behind a paywall, be it in newspaper articles or out-of-print books. Worse yet, sources aren’t always cited as clearly as I’d like them to be (or at all), leading to endless research rabbit holes just to verify a few basic facts! It’s quite frustrating at times. I hope our students and graduates will help solve rather than contributing to this problem!!",Strongly agree,Strongly agree,"Perhaps some slightly taller desks! I find that I have to lean over to write or type, especially at the tables in the silent section! The chairs are a great height, but the tables are a bit short for someone tall. (This is a tiny nitpick though—this place RULES!)"
2/7/24 16:46,Second-year student,RELS,NA,NA,Humanities,CAS,Yes,Monthly,Weekly,Monthly,Monthly,Never,Never,Weekly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,"Some semesters are different, but I never use the Writing Center or computers other than for printing.",2nd floor round tables or orange chairs,Very useful,Very useful,Very useful,I haven't used this,Course materials or recommended materials from my professor.,N/A,Ebooks,Printed books are also good I just prefer ebooks if I had to pick one.,Somewhat useful,Have not used,Have not used,Not at all useful,Have not used,Have not used,I'm not familiar with this,Often enough,Having to read dense books.,Strongly agree,Strongly agree,I value that it has everything I need when I need to do a long study session or write a paper. I wouldn’t change anything about it.
2/7/24 19:55,First-year student,Undecided,NA,NA,Undecided,CAS,Yes,Daily,Weekly,Daily,Monthly,Monthly,Once a semester,Daily,Never,Monthly,Monthly,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,NA,NA,Very useful,Very useful,Very useful,Very useful,NA,NA,Printed books,NA,Very useful,Have not used,Have not used,Have not used,Very useful,Very useful,Very useful,No librarians have ever met with any of my classes,NA,Strongly agree,Strongly agree,NA
2/7/24 23:47,Junior,PSY,Hispanic Studies,NA,Social Sciences,CAS,Yes,Daily,Weekly,Weekly,Monthly,Monthly,Once a semester,Weekly,Weekly,Weekly,Once a semester,Meets my needs,Meets my needs,Does not meet my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I am often having to kick people out of study rooms when I have reserved them (very awkward),I like the longer silent sections on both floors. The silence helps me concentrate and I love being able to see outside,Very useful,Very useful,Very useful,Somewhat useful,Subject librarians,N/A,It depends,NA,Very useful,Have not used,Very useful,Very useful,Very useful,Have not used,Very useful,Often enough,NA,Strongly agree,Strongly agree,NA
2/8/24 5:01,First-year student,CS/MATH,Economics,NA,Natural Sciences,CAS,Yes,Daily,Daily,Daily,Daily,Daily,Weekly,Weekly,Daily,Weekly,Daily,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,"The Library tech borrowing comes in really handy especially headphones, charging cables etc really help.",I've studied pretty much everywhere in the library but my favorite section would be the quiet section. I've literally pulled so many all-nighters studying there,Somewhat useful,Very useful,Very useful,Very useful,"Google Scholar, Science Journal","Science, Nature subscription.",Printed books,I believe the catalog for printed books specially for STEM subjects could be improved.,Very useful,Not at all useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Often enough,Nothing really. Sometimes you have to wait when its crowded but that's it.,Strongly agree,Strongly agree,"The people involved in the day to day operations of the library specially the student librarians, they are so helpful!"
2/8/24 8:00,Junior,CS/MATH,NA,NA,Natural Sciences,CAS,No,Daily,Monthly,Once a semester,Once a semester,Once a semester,Once a semester,Monthly,Once a semester,Monthly,Once a semester,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,NA,Very useful,Very useful,Very useful,I haven't used this,NA,NA,Printed books,NA,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,No librarians have ever met with any of my classes,NA,Strongly agree,Strongly agree,NA
2/8/24 14:25,First-year student,POLS,NA,NA,Social Sciences,CAS,Yes,Daily,Monthly,Weekly,Monthly,Once a semester,Never,Weekly,Daily,Never,Once a semester,Meets my needs,I'm not familiar with this,I don't have a need for this,I don't have a need for this,Meets my needs,I'm not familiar with this,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,NA,The computer area and the small seats in the second floor at the right from the main stairs,Somewhat useful,I haven't used this,Very useful,I haven't used this,Books,"Nah, I haven't had the need for something other that what's found here.",Printed books,NA,Very useful,I'm not familiar with this,I'm not familiar with this,Somewhat useful,Very useful,I'm not familiar with this,I'm not familiar with this,Often enough,Sometimes your mind can't quite pinpoint what it needs to look for.,Strongly agree,Strongly agree,"I value most the fact that it's open 24 hours on the week. It's a safe space to study no matter the time or day. The staff is really nice as well. If I could add one thing, it would be more couches for reading."
2/8/24 14:25,Graduate student,SPSY,NA,NA,Counseling,GRAD,No,Weekly,NA,Daily,NA,NA,NA,Weekly,Monthly,NA,Monthly,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,Does not meet my needs,Does not meet my needs,The collaborative work space and rooms are very helpful to  me. I also love the interlibrary loan and the access to course textbooks,I prefer the top floor because it is quiet and I can work in one of the resource rooms so that I can use speech to text,Somewhat useful,Very useful,Very useful,Very useful,I like to schedule meetings for help with the librarians,Not right now,Ebooks,"I am legally blind. I would love if we had more audiobooks, especially in regards to textbooks. Large print would be nice in some resources as well.",Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Very useful,No librarians have ever met with any of my classes,"Not being able to adjust text size. I know the school offers a program to help with this, but it is not user friendly",Strongly agree,Strongly agree,I value the work rooms the most and the helpfulness of the staff
2/8/24 15:51,Junior,BIO,NA,NA,Natural Sciences,CAS,No,Daily,Weekly,Once a semester,Monthly,Never,Once a semester,Monthly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,Meets my needs,NA,Main first floor room for group study because there are lots of collaborative spaces like tables and you can talk loudly. The grey couches behind the main desk near the big windows are my favorite for in between classes because it’s comfy and the fireplace in the silent section for the same reason. Also like the study rooms.,I'm not familiar with this,Very useful,Somewhat useful,Very useful,Books off the shelf,Nope,It depends,NA,Somewhat useful,I'm not familiar with this,I'm not familiar with this,Have not used,Somewhat useful,Have not used,Somewhat useful,Often enough,NA,Strongly agree,Strongly agree,The variety of spaces with all sorts of atmospheres. Printing is also very helpful.
2/9/24 14:50,Senior,WL,Gender Studies,NA,Humanities,CAS,No,Daily,Daily,Once a semester,Weekly,Monthly,Weekly,Weekly,Weekly,Monthly,Once a semester,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,I prefer the quiet areas on the second floor because it is easier for me to focus when there is less noise around me.,Very useful,Very useful,Somewhat useful,Somewhat useful,NA,NA,Printed books,NA,Very useful,I'm not familiar with this,Have not used,Have not used,Very useful,Have not used,Very useful,No librarians have ever met with any of my classes,NA,Strongly agree,Strongly agree,I love having the space to do work and research.
2/9/24 15:18,Junior,TH,NA,NA,Art,CAS,Yes,Monthly,Monthly,Never,Monthly,Once a semester,Monthly,Weekly,Weekly,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,NA,NA,Very useful,Very useful,Very useful,Very useful,NA,NA,Printed books,NA,I'm not familiar with this,I'm not familiar with this,Very useful,Very useful,Very useful,Very useful,Very useful,Not often enough,Figuring out what resources to use.,Strongly agree,Strongly agree,I love the many windows that face trees and grass.
2/9/24 15:24,Junior,PSY,NA,NA,Social Sciences,CAS,Yes,Weekly,Weekly,Once a semester,Monthly,Once a semester,Monthly,Weekly,Never,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,Meets my needs,NA,"The cubicle desks in the quiet area surrounding the upper level of the atrium are quiet and intimate while also being in the middle of everything, making them perfect for independent work.",Very useful,Very useful,Not useful at all,I haven't used this,NA,NA,Printed books,NA,Very useful,I'm not familiar with this,Very useful,Somewhat useful,Very useful,Have not used,Somewhat useful,Often enough,"Poor search/filtering systems, coming up with keywords that give me the results I'm looking for, databases that log out after a short period of inactivity and then return to the home page so you lose your findings",Strongly agree,Somewhat agree,NA
2/10/24 13:41,Graduate student,MCFT,NA,NA,Counseling,GRAD,No,Once a semester,Never,Once a semester,Never,Never,Never,Never,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm so grateful for the quiet study space and textbook reserves system. They've helped me a lot.,The quiet areas by the windows because it helps me focus and I can see the trees.,Very useful,Very useful,Very useful,Very useful,NA,NA,Printed books,NA,Very useful,I'm not familiar with this,I'm not familiar with this,Very useful,Very useful,Very useful,NA,Often enough,NA,Strongly agree,Strongly agree,NA
2/10/24 14:50,First-year student,BCMB,NA,NA,Interdisciplinary,CAS,No,Daily,Weekly,Never,Monthly,Monthly,Never,Weekly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,I like the study rooms because it’s a good space to be by myself or study with my friends.,Very useful,I haven't used this,Very useful,Somewhat useful,NA,NA,Printed books,NA,Very useful,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,Not often enough,Not knowing where to start and who to ask for help,Strongly agree,Strongly agree,I value that it’s a relaxed space and that there’s comfy chairs for when I just need to take a breath.
2/10/24 16:07,Second-year student,RHMS,Psychology,NA,Social Sciences,CAS,Yes,Daily,Monthly,Never,Never,Monthly,Once a semester,Weekly,Monthly,Never,Once a semester,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,NA,"round tables, study rooms, and upstairs back table",Somewhat useful,Very useful,Very useful,Very useful,other .edu sources,na,Ebooks,NA,Somewhat useful,Have not used,Have not used,Have not used,Somewhat useful,Have not used,Have not used,Not often enough,vague teacher instructions,Strongly agree,Strongly agree,i value the environment and community that is felt within the library. I wouldn’t change much.
2/10/24 16:07,Second-year student,BIO,NA,NA,Natural Sciences,CAS,Yes,Daily,Weekly,Weekly,Never,Never,Never,Weekly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,Collaborative or study rooms or quiet area because they all cater to what I want to accomplish depending on what I’m doing.,I haven't used this,Not useful at all,Very useful,I haven't used this,NA,No,Printed books,NA,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Often enough,Sometimes confusing database,Strongly agree,Strongly agree,I value the inclusive and variety of spaces and assistance.
2/10/24 21:12,Second-year student,SOAN,NA,NA,Social Sciences,CAS,Yes,Daily,Weekly,Never,Monthly,Once a semester,Once a semester,Weekly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,NA,I enjoy the balconies in the silent section and the rocking chairs on the second floor in the group study area,Somewhat useful,Very useful,Very useful,Somewhat useful,Nothing that I can think of in the moment,"Nothing that I can think of, I appreciate that we have thorough access to a lot of academic resources",It depends,NA,Have not used,Have not used,Somewhat useful,Have not used,Somewhat useful,Have not used,Somewhat useful,No librarians have ever met with any of my classes,I think sometimes the search that you need to put can be so specific and it can be a hassle trying to find the right key words in order to find a resource,Strongly agree,Strongly agree,"I really appreciate how open it is to every student and their needs for the most part. In general, I do think it would be nice to just have more space for more seating as well as more reading nooks and comfortable chairs."
2/10/24 23:24,Senior,CLAS,Biology,NA,Humanities,CAS,No,Weekly,Once a semester,Weekly,Weekly,Never,Never,Monthly,Never,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Watzek has always been great,Upstairs in the quiet section where it has natural light and partitioned desks,Very useful,Very useful,Somewhat useful,I haven't used this,Pubmed,NA,It depends,NA,Have not used,Have not used,Have not used,Not at all useful,Somewhat useful,Have not used,Have not used,Too often,The Watzek/primo site is great but clunky. It gets frustrating having to sign in through multiple portals just to get to one resource or article.,Strongly agree,Strongly agree,"There's a great Classics section. Sometimes people will talk in the quiet section, which can be really distracting. I think it needs to be emphasized that if you're going to take phone calls in Watzek, you should be in a more common area"
